Year,ED_NAME,AGE_GROUP,PARTICIPATION,REGISTERED_VOTERS,RATIO_PARTICIPATION,Total male population (000s),Total female population (000s),Total population (000s),Median age,Sex ratio,Median age at death,Total fertility,Child dependency,Elderly dependency,Total dependency
2005,Alberni-Qualicum,35-44,3671,6242,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Alberni-Qualicum,45-54,5804,8223,0.71,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Alberni-Qualicum,55-64,5998,7585,0.79,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Alberni-Qualicum,65-74,4643,5515,0.84,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Alberni-Qualicum,75+,3397,4744,0.72,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Bulkley Valley-Stikine,18-24,968,1455,0.67,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Bulkley Valley-Stikine,25-34,1684,2942,0.57,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Bulkley Valley-Stikine,35-44,2691,4223,0.64,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Bulkley Valley-Stikine,45-54,3271,4514,0.72,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Bulkley Valley-Stikine,55-64,2415,3084,0.78,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Bulkley Valley-Stikine,65-74,1216,1556,0.78,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Bulkley Valley-Stikine,75+,815,1214,0.67,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Edmonds,18-24,1910,3392,0.56,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Edmonds,25-34,3105,6833,0.45,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Edmonds,35-44,4446,8257,0.54,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Edmonds,45-54,4819,7924,0.61,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Edmonds,55-64,3586,5231,0.69,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Edmonds,65-74,2354,3317,0.71,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Edmonds,75+,2063,3663,0.56,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby North,18-24,1955,3399,0.58,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby North,25-34,3241,6800,0.48,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby North,35-44,4150,7633,0.54,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby North,45-54,4808,7577,0.63,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby North,55-64,3770,5338,0.71,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby North,65-74,2694,3694,0.73,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby North,75+,2393,4064,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Willingdon,18-24,1453,2681,0.54,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Willingdon,25-34,2294,5408,0.42,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Willingdon,35-44,3524,7047,0.5,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Willingdon,45-54,4250,6793,0.63,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Willingdon,55-64,3296,4882,0.68,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Willingdon,65-74,2523,3600,0.7,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burnaby-Willingdon,75+,2711,4547,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burquitlam,18-24,1990,3422,0.58,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burquitlam,25-34,2887,6179,0.47,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burquitlam,35-44,4196,7631,0.55,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burquitlam,45-54,4917,7667,0.64,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burquitlam,55-64,3661,5121,0.71,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burquitlam,65-74,2321,3073,0.76,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Burquitlam,75+,1845,2996,0.62,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo North,18-24,985,1816,0.54,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo North,25-34,1559,3348,0.47,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo North,35-44,2925,5040,0.58,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo North,45-54,4037,5852,0.69,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo North,55-64,3270,4341,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo North,65-74,1833,2380,0.77,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo North,75+,1070,1622,0.66,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo South,18-24,781,1373,0.57,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo South,25-34,1195,2674,0.45,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo South,35-44,2447,4125,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo South,45-54,3753,5362,0.7,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo South,55-64,3788,4862,0.78,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo South,65-74,2492,3094,0.81,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cariboo South,75+,1460,2114,0.69,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Kent,18-24,1293,2617,0.49,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Kent,25-34,2053,4854,0.42,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Kent,35-44,3375,6788,0.5,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Kent,45-54,4075,6715,0.61,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Kent,55-64,3840,5535,0.69,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Kent,65-74,3159,4154,0.76,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Kent,75+,2219,3429,0.65,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Sumas,18-24,1622,3124,0.52,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Sumas,25-34,2189,5008,0.44,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Sumas,35-44,3827,7221,0.53,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Sumas,45-54,4389,6940,0.63,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Sumas,55-64,3633,5167,0.7,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Sumas,65-74,2860,3684,0.78,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Chilliwack-Sumas,75+,2560,4002,0.64,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Columbia River-Revelstoke,18-24,801,1599,0.5,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Columbia River-Revelstoke,25-34,1391,3108,0.45,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Columbia River-Revelstoke,35-44,2448,4414,0.55,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Columbia River-Revelstoke,45-54,3683,5572,0.66,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Columbia River-Revelstoke,55-64,2907,3946,0.74,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Columbia River-Revelstoke,65-74,1928,2492,0.77,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Columbia River-Revelstoke,75+,1373,2128,0.65,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Comox Valley,18-24,1717,3180,0.54,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Comox Valley,25-34,2414,5030,0.48,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Comox Valley,35-44,4972,8462,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Comox Valley,45-54,7033,9956,0.71,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Comox Valley,55-64,6585,8191,0.8,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Comox Valley,65-74,4785,5702,0.84,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Comox Valley,75+,3389,4684,0.72,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Coquitlam-Maillardville,18-24,1976,3333,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Coquitlam-Maillardville,25-34,2589,5411,0.48,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Coquitlam-Maillardville,35-44,4483,7656,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Coquitlam-Maillardville,45-54,5585,8233,0.68,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Coquitlam-Maillardville,55-64,3985,5339,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Coquitlam-Maillardville,65-74,2367,3047,0.78,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Coquitlam-Maillardville,75+,1597,2591,0.62,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cowichan-Ladysmith,18-24,1678,2694,0.62,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cowichan-Ladysmith,25-34,2364,4525,0.52,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cowichan-Ladysmith,35-44,4439,6894,0.64,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cowichan-Ladysmith,45-54,6278,8382,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cowichan-Ladysmith,55-64,5788,7073,0.82,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cowichan-Ladysmith,65-74,4075,4777,0.85,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Cowichan-Ladysmith,75+,3533,4836,0.73,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta North,18-24,2170,3715,0.58,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta North,25-34,2592,5354,0.48,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta North,35-44,4701,7683,0.61,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta North,45-54,5571,7951,0.7,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta North,55-64,4185,5479,0.76,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta North,65-74,1890,2521,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta North,75+,1098,1865,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta South,18-24,1687,2820,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta South,25-34,1916,3810,0.5,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta South,35-44,4342,6595,0.66,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta South,45-54,5652,7580,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta South,55-64,5082,6241,0.81,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta South,65-74,3017,3566,0.85,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Delta South,75+,2703,3846,0.7,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,East Kootenay,18-24,970,2239,0.43,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,East Kootenay,25-34,1625,3989,0.41,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,East Kootenay,35-44,2997,5532,0.54,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,East Kootenay,45-54,4191,6388,0.66,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,East Kootenay,55-64,3551,4865,0.73,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,East Kootenay,65-74,2012,2671,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,East Kootenay,75+,1553,2469,0.63,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Esquimalt-Metchosin,18-24,1811,2991,0.61,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Esquimalt-Metchosin,25-34,2903,5857,0.5,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Esquimalt-Metchosin,35-44,4874,8162,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Esquimalt-Metchosin,45-54,6150,8403,0.73,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Esquimalt-Metchosin,55-64,4436,5632,0.79,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Esquimalt-Metchosin,65-74,2677,3297,0.81,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Esquimalt-Metchosin,75+,2565,3657,0.7,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Fort Langley-Aldergrove,18-24,2271,3783,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Fort Langley-Aldergrove,25-34,2787,5613,0.5,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Fort Langley-Aldergrove,35-44,5368,8923,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Fort Langley-Aldergrove,45-54,6333,9172,0.69,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Fort Langley-Aldergrove,55-64,4618,6229,0.74,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Fort Langley-Aldergrove,65-74,2768,3509,0.79,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Fort Langley-Aldergrove,75+,2186,3241,0.67,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops,18-24,2003,3745,0.53,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops,25-34,2702,6237,0.43,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops,35-44,3933,7193,0.55,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops,45-54,5272,7899,0.67,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops,55-64,4453,5922,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops,65-74,3063,3852,0.8,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops,75+,2425,3741,0.65,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops-North Thompson,18-24,1496,2708,0.55,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops-North Thompson,25-34,2181,4568,0.48,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops-North Thompson,35-44,4327,7133,0.61,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops-North Thompson,45-54,5999,8380,0.72,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops-North Thompson,55-64,5055,6351,0.8,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops-North Thompson,65-74,3182,3838,0.83,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kamloops-North Thompson,75+,1998,2821,0.71,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Lake Country,18-24,1406,3395,0.41,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Lake Country,25-34,2221,6246,0.36,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Lake Country,35-44,4151,8823,0.47,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Lake Country,45-54,5176,9120,0.57,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Lake Country,55-64,4646,6890,0.67,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Lake Country,65-74,3809,5121,0.74,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Lake Country,75+,3050,4973,0.61,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Mission,18-24,1500,3439,0.44,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Mission,25-34,2074,5996,0.35,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Mission,35-44,3721,7506,0.5,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Mission,45-54,5120,8643,0.59,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Mission,55-64,4794,6849,0.7,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Mission,65-74,4204,5508,0.76,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Kelowna-Mission,75+,4542,7593,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Langley,18-24,2034,3614,0.56,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Langley,25-34,3138,6537,0.48,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Langley,35-44,4465,7847,0.57,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Langley,45-54,5346,8178,0.65,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Langley,55-64,4349,6060,0.72,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Langley,65-74,2587,3436,0.75,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Langley,75+,2941,4631,0.64,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Malahat-Juan de Fuca,18-24,1613,2668,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Malahat-Juan de Fuca,25-34,2937,5302,0.55,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Malahat-Juan de Fuca,35-44,5571,8759,0.64,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Malahat-Juan de Fuca,45-54,6654,9154,0.73,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Malahat-Juan de Fuca,55-64,5051,6301,0.8,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Malahat-Juan de Fuca,65-74,3101,3742,0.83,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Malahat-Juan de Fuca,75+,2235,3119,0.72,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Maple Ridge-Mission,18-24,2175,3604,0.6,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Maple Ridge-Mission,25-34,3207,6639,0.48,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Maple Ridge-Mission,35-44,6127,10631,0.58,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
2005,Maple Ridge-Mission,45-54,6845,10110,0.68,2078.9,2116.9,4195.8,39.7,98.2,78.9,1429.0,0.312,0.211,0.523
